DateTime,AddedIPs,RemovedIPs
1487487702,11,26
1487488811,8,20
1487489789,1,16
1487490745,11,28
1487491702,2,27
1487492659,4,22
1487493619,12,19
1487494585,6,22
1487495555,7,9
1487496511,3,24
1487497463,2,9
1487498508,6,19
1487499622,3,12
1487500586,5,26
1487501544,9,18
1487502496,3,15
1487503461,11,24
1487504428,14,30
1487505385,2,5
1487506352,5,18
1487507326,6,16
1487508268,5,21
1487509302,7,12
1487510423,7,27
1487511412,1,12
1487512343,6,6
1487513319,8,24
1487514268,8,11
1487515234,9,11
1487516183,4,16
1487517166,14,19
1487518104,5,13
1487519066,9,16
1487520100,8,16
1487521216,9,13
1487522180,6,25
1487523140,4,13
1487524106,8,29
1487525057,7,23
1487526013,6,12
1487526989,9,17
1487527960,5,30
1487528911,3,10
1487529859,8,21
1487530907,6,18
1487532029,5,15
1487532982,5,21
1487533952,10,10
1487534894,4,13
1487535863,11,28
1487536811,8,16
1487537802,7,8
1487538755,8,19
1487539720,5,12
1487540661,12,12
1487541724,6,21
1487542827,6,5
1487543783,5,18
1487544747,12,6
1487545696,13,16
1487546667,7,9
1487547613,10,13
1487548587,3,20
1487549563,10,12
1487550523,5,11
1487551460,6,10
1487552499,4,18
1487553610,12,19
1487554589,5,15
1487555535,8,19
1487556785,9,34
1487557707,2,29
1487558662,9,0
1487559717,10,35
1487560809,13,29
1487561795,7,19
1487562734,2,9
1487563695,5,25
1487564658,3,21
1487565615,12,13
1487566593,10,7
1487567546,10,19
1487568502,4,11
1487569448,15,14
1487570500,9,15
1487571610,8,16
1487572591,6,12
1487573576,15,28
1487574523,13,26
1487575462,6,9
1487576431,7,27
1487577406,3,23
1487578360,10,4
1487579421,15,17
1487580515,8,8
1487581464,5,15
1487582431,9,7
1487583392,7,17
1487584353,11,23
1487585305,6,7
1487586257,13,19
1487587221,6,12
1487588175,6,32
1487589152,11,19
1487590099,7,20
1487591048,10,7
1487592108,7,17
1487593033,7,4
1487593959,11,16
1487594906,11,23
1487596111,25,21
1487597068,6,14
1487598032,11,23
1487599002,4,12
1487599957,8,17
1487600914,4,14
1487601861,12,13
1487602908,14,0
1487603828,8,20
1487604760,9,19
1487605720,7,22
1487606666,7,24
1487607623,6,13
1487608592,7,13
1487609554,6,9
1487610505,4,13
1487611472,14,15
1487612432,4,15
1487613401,3,24
1487614357,1,17
1487615314,4,3
1487616259,3,15
1487617304,7,11
1487618412,6,15
1487619390,4,15
1487620333,7,6
1487621295,6,28
1487622257,7,22
1487623215,12,19
1487624174,8,30
1487625149,8,13
1487626094,4,8
1487627049,10,12
1487628097,12,6
1487629221,12,17
1487630182,7,15
1487631151,8,11
1487632104,4,16
1487633079,4,10
1487634029,6,16
1487634995,4,10
1487635967,7,16
1487636920,9,17
1487637863,5,10
1487638913,9,21
1487640013,4,10
1487640983,10,16
1487641937,6,20
1487642903,3,15
1487643861,12,15
1487644819,0,10
1487645772,8,12
1487646768,8,19
1487647707,5,11
1487648664,16,14
1487649704,6,15
1487650825,10,6
1487651791,8,17
1487652735,10,7
1487653703,7,14
1487654657,6,4
1487655626,9,15
1487656583,2,15
1487657572,9,4
1487658507,6,17
1487659463,0,16
1487660508,15,11
1487661618,6,9
1487662584,6,15
1487663533,5,7
1487664510,7,13
1487665457,4,28
1487666527,5,11
1487667748,8,26
1487668821,11,0
1487669783,7,10
1487670743,8,21
1487671695,7,17
1487672661,7,14
1487673620,5,14
1487674581,6,12
1487675559,12,29
1487676512,4,21
1487677459,8,13
1487678701,7,4
1487679639,10,12
1487680598,4,11
1487681553,9,10
1487682505,5,0
1487683449,7,14
1487684421,1,26
1487685381,2,22
1487686349,7,0
1487687318,5,16
1487688263,8,10
1487689403,7,14
1487690410,8,0
1487691383,7,4
1487692338,8,37
1487694249,8,7
1487695256,6,34
1487696183,11,21
1487697154,14,15
1487698120,4,0
1487699061,4,13
1487700098,7,31
1487701239,9,20
1487702183,4,12
1487703142,4,11
1487704111,7,11
1487705052,5,5
1487706024,16,18
1487706996,3,18
1487707951,6,7
1487708919,3,18
1487709872,4,4
1487710905,9,20
1487712019,3,13
1487712982,4,11
1487713941,8,17
1487714905,8,17
1487715849,6,9
1487716812,10,15
1487717788,2,6
1487718746,10,16
1487719703,6,6
1487720657,4,15
1487721682,5,18
1487722593,1,15
1487723564,10,21
1487724504,4,18
1487725467,9,12
1487726429,9,0
1487727399,7,42
1487728354,12,0
1487729315,9,19
1487730256,6,11
1487731223,14,12
1487733148,13,24
1487734110,5,15
1487735059,7,0
1487736086,8,7
1487737243,10,24
1487738189,7,18
1487739157,9,15
1487740105,6,15
1487741053,11,0
1487742029,11,20
1487742991,5,0
1487743952,4,8
1487744927,3,32
1487745873,5,12
1487746907,6,0
1487748018,7,15
1487748986,4,27
1487749932,13,0
1487750915,4,19
1487751850,9,0
1487752822,6,16
1487753786,7,20
1487754761,15,7
1487755710,1,13
1487756671,9,13
1487757696,12,23
1487758840,10,11
1487759785,4,20
1487760755,12,15
1487761706,4,12
1487762648,5,0
1487763613,8,18
1487764617,3,29
1487765547,6,0
1487766517,3,24
1487767467,11,13
1487768512,11,0
1487769629,11,27
1487770599,7,16
1487771556,15,0
1487772502,5,8
1487773447,11,8
1487774419,4,16
1487775393,3,12
1487776347,6,6
1487777302,5,18
1487778277,6,6
1487779298,9,5
1487780421,10,9
1487781383,4,17
1487782341,11,24
1487783312,5,14
1487784251,4,11
1487785223,14,34
1487786189,3,10
1487787146,6,24
1487788116,7,10
1487789065,8,27
1487790090,11,17
1487791239,12,9
1487792200,1,18
1487793149,10,15
1487794128,3,24
1487795051,7,5
1487796029,10,17
1487796990,2,5
1487798000,8,16
1487799162,7,16
1487800125,5,3
1487801076,15,10
1487802032,8,10
1487802995,6,14
1487803945,10,13
1487804908,8,14
1487805856,6,9
1487806812,14,14
1487807775,8,8
1487808748,8,14
1487809713,13,21
1487810661,7,13
1487811707,3,23
1487812818,7,14
1487813773,5,18
1487814756,7,13
1487815702,12,13
1487816648,11,19
1487817620,5,10
1487818579,8,17
1487819549,17,10
